,open,high,low,close,adjusted_close,volume,dividend
2008-10-31,26.38,27.47,20.65,22.33,16.2528,3044579400.0,0.0
2008-11-28,22.48,23.66,17.5,20.22,14.8146,1794911800.0,0.13
2008-12-31,19.875,21.25,18.47,19.44,14.2431,1546943400.0,0.0
2009-01-30,19.5328,21.0,16.75,17.1,12.5287,1564043400.0,0.0
2009-02-27,17.01,19.93,16.1,16.15,11.9177,1456213400.0,0.13
2009-03-31,16.035,18.88,14.87,18.37,13.5559,1625752800.0,0.0
2009-04-30,18.23,21.2,18.18,20.26,14.9506,1562400700.0,0.0
2009-05-29,20.19,20.94,19.01,20.89,15.5141,1101122400.0,0.13
2009-06-30,21.0,24.34,20.86,23.77,17.653,1411144700.0,0.0
2009-07-31,24.05,25.72,22.0,23.52,17.4673,1517459800.0,0.0
2009-08-31,23.82,25.49,23.03,24.65,18.4075,993250400.0,0.13
2009-09-30,24.35,26.25,23.76,25.72,19.2065,1038979700.0,0.0
2009-10-30,25.405,29.35,24.43,27.73,20.7075,1523430100.0,0.0
2009-11-30,27.7,30.14,27.41,29.41,22.0572,1018256700.0,0.13
2009-12-31,29.52,31.5,29.25,30.48,22.8597,920605500.0,0.0
2010-01-29,30.62,31.24,27.66,28.18,21.1347,1359650900.0,0.0
2010-02-26,28.39,29.03,27.57,28.67,21.6008,1074643300.0,0.13
2010-03-31,28.77,30.57,28.24,29.2875,22.066,1110237200.0,0.0
2010-04-30,29.35,31.58,28.62,30.535,23.0059,1319029500.0,0.0
2010-05-28,30.67,31.0606,24.56,25.8,19.5268,1720130200.0,0.13
2010-06-30,25.53,26.93,22.95,23.01,17.4152,1671811600.0,0.0
2010-07-30,23.09,26.41,22.73,25.81,19.5344,1408590600.0,0.0
2010-08-31,25.99,26.38,23.32,23.465,17.853,1279372100.0,0.13
2010-09-30,23.67,25.53,23.54,24.49,18.6328,1273139500.0,0.0
2010-10-29,24.49,27.2,23.78,26.665,20.2877,1281432800.0,0.0
2010-11-30,26.88,27.49,24.93,25.2575,19.3359,1361176300.0,0.16
2010-12-31,25.57,28.4,25.56,27.91,21.3665,1033710000.0,0.0
2011-01-31,28.05,29.46,27.42,27.725,21.2249,1361258700.0,0.0
2011-02-28,27.8,28.34,26.43,26.58,20.4691,1114368500.0,0.16
2011-03-31,26.6,26.78,24.68,25.39,19.5527,1310885200.0,0.0
2011-04-29,25.53,26.87,24.72,25.92,19.9609,1313844800.0,0.0
2011-05-31,25.94,26.25,24.03,25.01,19.3857,1364062800.0,0.16
2011-06-30,24.99,26.0,23.65,26.0,20.1531,1297757600.0,0.0
2011-07-29,25.93,28.145,25.84,27.4,21.2383,1259328200.0,0.0
2011-08-31,27.51,27.685,23.79,26.6,20.7483,1719339500.0,0.16
2011-09-30,26.46,27.5,24.6,24.89,19.4145,1279920200.0,0.0
2011-10-31,24.72,27.5,24.26,26.63,20.7717,1218142500.0,0.0
2011-11-30,26.19,27.2,24.3,25.58,20.1019,1046207400.0,0.2
2011-12-30,25.56,26.19,25.16,25.96,20.4006,1007166600.0,0.0
2012-01-31,26.55,29.95,26.39,29.53,23.206,1354858100.0,0.0
2012-02-29,29.79,32.0,29.71,31.74,25.1077,984332300.0,0.2
2012-03-30,31.93,32.95,31.49,32.255,25.5151,942366500.0,0.0
2012-04-30,32.22,32.89,30.23,32.015,25.3252,940739700.0,0.0
2012-05-31,32.05,32.335,28.64,29.19,23.2434,1014372600.0,0.2
2012-06-29,28.76,31.14,28.32,30.59,24.3582,973131400.0,0.0
2012-07-31,30.62,31.05,28.54,29.47,23.4663,846604100.0,0.0
2012-08-31,29.59,30.96,28.97,30.82,24.7042,671748400.0,0.2
2012-09-28,30.45,31.61,29.74,29.76,23.8546,893107700.0,0.0
2012-10-31,29.81,30.25,27.76,28.54,22.8767,1105402300.0,0.0
2012-11-30,28.84,30.2,26.3449,26.615,21.5148,1310516100.0,0.23
2012-12-31,26.78,27.73,26.26,26.7097,21.5913,947310900.0,0.0
2013-01-31,27.25,28.23,26.28,27.45,22.1898,1145054400.0,0.0
2013-02-28,27.67,28.2,27.1,27.8,22.657,780587000.0,0.23
2013-03-28,27.72,28.66,27.52,28.605,23.3131,844946000.0,0.0
2013-04-30,28.64,33.11,28.11,33.1,26.9765,1322883228.0,0.0
2013-05-31,32.93,35.28,32.32,34.9,28.6386,1071860000.0,0.23
2013-06-28,34.92,35.78,32.57,34.545,28.3473,945155500.0,0.0
2013-07-31,34.75,36.4299,31.02,31.84,26.1276,1111130600.0,0.0
2013-08-30,32.06,35.2,30.84,33.4,27.6033,1051265000.0,0.23
2013-09-30,31.75,33.75,30.95,33.28,27.5041,1242961500.0,0.0
2013-10-31,33.35,36.29,32.8,35.405,29.2603,965331500.0,0.0
2013-11-29,35.67,38.29,35.39,38.13,31.7525,800431600.0,0.28
2013-12-31,38.09,38.98,35.53,37.41,31.153,826617700.0,0.0
2014-01-31,37.35,37.89,34.63,37.84,31.5111,930226200.0,0.0
2014-02-28,37.74,38.46,35.69,38.31,32.1412,705304500.0,0.28
2014-03-31,37.92,41.5,37.495,40.99,34.3896,778425700.0,0.0
2014-04-30,41.15,41.66,38.9,40.4,33.8946,746113500.0,0.0
2014-05-30,40.2401,40.97,38.51,40.94,34.5856,574362900.0,0.28
2014-06-30,40.95,42.29,39.86,41.7,35.2276,555779700.0,0.0
2014-07-31,41.86,45.71,41.05,43.16,36.461,731616500.0,0.0
2014-08-29,43.21,45.47,42.21,45.43,38.6158,513429400.0,0.28
2014-09-30,45.43,47.57,44.53,46.36,39.4063,860084532.0,0.0
2014-10-31,46.27,46.97,42.1,46.95,39.9078,853297059.0,0.0
2014-11-28,46.89,50.045,46.73,47.81,40.8972,523008240.0,0.31
2014-12-31,47.88,49.06,44.9,46.45,39.7339,626810606.0,0.0
2015-01-30,46.66,47.91,40.35,40.4,34.5586,918738022.0,0.0
2015-02-27,40.59,44.3,40.23,43.85,37.7766,656509827.0,0.31
2015-03-31,43.67,44.19,40.54,40.655,35.0241,824335340.0,0.0
2015-04-30,40.6,49.54,40.12,48.64,41.9032,874535095.0,0.0
2015-05-29,48.58,48.905,46.02,46.86,40.6328,633072750.0,0.31
2015-06-30,47.06,47.77,43.94,44.15,38.2829,664853340.0,0.0
2015-07-31,44.46,47.4,43.32,46.7,40.494,725458102.0,0.0
2015-08-31,46.98,48.41,39.72,43.52,37.9841,776277394.0,0.31
2015-09-30,42.23,45.0,41.66,44.2,38.5776,670779566.0,0.0
2015-10-30,44.75,54.37,43.75,52.64,45.944,857330655.0,0.0
2015-11-30,52.85,54.98,52.53,54.35,47.7589,662622220.0,0.36
2015-12-31,54.41,56.85,53.68,55.48,48.7518,793070000.0,0.0
2016-01-29,54.32,55.39,49.1,55.09,48.4091,927914485.0,0.0
2016-02-29,54.88,55.09,48.19,50.88,45.0247,814770780.0,0.36
2016-03-31,50.97,55.64,50.58,55.23,48.8741,640372350.0,0.0
2016-04-29,55.05,56.77,49.35,49.87,44.131,699025640.0,0.0
2016-05-31,50.0,53.0,49.46,53.0,47.235,530869347.0,0.36
2016-06-30,52.44,52.95,48.035,51.17,45.6041,823987498.0,0.0
2016-07-29,51.13,57.29,50.39,56.68,50.5147,647587634.0,0.0
2016-08-31,56.6,58.7,56.14,57.46,51.5309,467079004.0,0.36
2016-09-30,57.01,58.19,55.61,57.6,51.6564,526855083.0,0.0
2016-10-31,57.405,61.3699,56.315,59.92,53.737,614841775.0,0.0
2016-11-30,59.97,61.41,57.28,60.26,54.3999,613056964.0,0.39
2016-12-30,60.11,64.1,58.8,62.14,56.0971,513579428.0,0.0
2017-01-31,62.79,65.91,61.95,64.65,58.363,494435826.0,0.0
2017-02-28,64.355,65.24,62.75,63.98,58.107,440744043.0,0.39
2017-03-31,64.13,66.19,63.62,65.86,59.8145,489173200.0,0.0
2017-04-28,65.81,69.14,64.85,68.46,62.1758,428857613.0,0.0
2017-05-31,68.68,70.74,67.14,69.84,63.7855,505249296.0,0.39
2017-06-30,70.24,72.89,68.09,68.93,62.9544,610120893.0,0.0
2017-07-31,69.33,74.42,68.02,72.7,66.3976,451248934.0,0.0
2017-08-31,73.1,74.96,71.28,74.77,68.6519,429156682.0,0.39
2017-09-29,74.71,75.97,72.92,74.49,68.3948,367134396.0,0.0
2017-10-31,74.71,86.2,73.71,83.18,76.3737,440510118.0,0.0
2017-11-30,83.68,85.06,82.24,84.17,77.6739,415711970.0,0.42
2017-12-29,83.6,87.4999,80.7,85.54,78.9381,447828256.0,0.0
2018-01-31,86.13,95.45,85.5,95.01,87.6773,543377322.0,0.0
2018-02-28,94.79,96.07,83.83,93.77,86.9332,690287596.0,0.42
2018-03-29,93.99,97.24,87.08,91.27,84.6155,732866406.0,0.0
2018-04-30,90.47,97.9,87.51,93.52,86.7014,668258570.0,0.0
2018-05-31,93.21,99.99,92.45,98.84,92.0297,509418119.0,0.42
2018-06-29,99.28,102.69,97.26,98.61,91.8155,602585341.0,0.0
2018-07-31,98.1,111.15,98.0,106.08,98.7708,569501573.0,0.0
2018-08-31,106.03,112.78,104.84,112.33,104.9982,456630721.0,0.42
2018-09-28,110.85,115.29,107.23,114.37,106.9051,480255674.0,0.0
2018-10-31,114.75,116.18,100.11,106.81,99.8385,927547942.0,0.0
2018-11-30,107.05,112.24,99.35,110.89,104.1064,720228643.0,0.46
2018-12-31,113.0,113.42,93.96,101.57,95.3566,944287635.0,0.0
2019-01-31,99.55,107.9,97.2,104.43,98.0416,714204787.0,0.0
2019-02-28,103.78,113.24,102.35,112.03,105.6282,469095970.0,0.46
2019-03-29,112.89,120.82,108.8,117.94,111.2005,589045341.0,0.0
2019-04-30,118.95,131.37,118.1,130.6,123.1371,433157868.0,0.0
2019-05-31,130.53,130.65,123.04,123.68,117.0382,547218448.0,0.46
2019-06-28,123.85,138.4,119.01,133.96,126.7661,508324437.0,0.0
2019-07-31,136.63,141.68,134.67,136.27,128.952,484553299.0,0.0
2019-08-30,137.0,140.94,130.78,137.86,130.9046,585509525.0,0.46
2019-09-30,136.61,142.37,134.51,139.03,132.0155,477645820.0,0.0
2019-10-31,139.66,145.67,133.22,143.37,136.1366,560654410.0,0.0
2019-11-29,144.26,152.5,142.97,151.38,144.2324,393028043.0,0.51
2019-12-31,151.81,159.55,146.65,157.7,150.254,452664147.0,0.0
2020-01-31,158.78,174.05,156.51,170.23,162.1924,555989763.0,0.0
2020-02-28,170.43,190.7,152.0,162.01,154.7808,887894931.0,0.51
2020-03-31,165.31,175.0,132.52,157.71,150.6727,1612954386.0,0.0
2020-04-30,153.0,180.4,150.36,179.21,171.2134,984810925.0,0.0
2020-05-29,175.8,187.51,173.8,183.25,175.554,688873081.0,0.51
2020-06-30,182.54,204.4,181.35,203.51,194.9631,765012029.0,0.0
2020-07-31,203.14,216.38,197.51,205.01,196.4001,769842002.0,0.0
2020-08-31,211.52,231.15,203.14,225.53,216.5838,692382980.0,0.51
2020-09-30,225.51,232.86,196.25,210.33,201.9868,768528897.0,0.0
2020-10-30,213.49,225.21,199.62,202.47,194.4386,631674298.0,0.0
2020-11-30,204.29,228.12,200.12,214.07,206.1238,573325190.0,0.56
2020-12-31,214.51,227.18,209.11,222.42,214.1639,593966967.0,0.0
2021-01-29,222.53,242.64,211.94,231.96,223.3497,647897096.0,0.0
2021-02-26,235.06,246.13,227.88,232.38,224.2673,489396912.0,0.56
2021-03-31,235.9,241.05,224.26,235.77,227.5389,724981506.0,0.0
2021-04-30,238.47,263.19,238.0501,252.18,243.376,568698272.0,0.0
2021-05-28,253.4,254.35,238.07,249.68,241.5183,495089530.0,0.56
2021-06-30,251.23,271.65,243.0,270.9,262.0447,508388858.0,0.0
2021-07-30,269.61,290.15,269.6,284.91,275.5967,522303043.0,0.0
2021-08-31,286.36,305.84,283.74,301.88,292.5745,440360333.0,0.56
2021-09-30,302.865,305.32,281.62,281.92,273.2297,502931199.0,0.0
2021-10-29,282.1217,332.0,280.25,331.62,321.3977,516523658.0,0.0
2021-11-30,331.355,349.67,326.37,330.59,320.9852,507120518.0,0.62
2021-12-31,335.13,344.3,317.25,336.32,326.5488,625743806.0,0.0
2022-01-31,335.35,338.0,276.05,310.98,301.945,946705316.0,0.0
2022-02-28,310.41,315.12,271.52,298.79,290.7097,697204843.0,0.62
2022-03-31,296.4,315.95,270.0,308.31,299.9722,732627846.0,0.0
2022-04-29,309.37,315.11,270.0,277.52,270.0149,622644983.0,0.0
2022-05-31,277.71,290.88,246.44,271.87,265.1632,742766114.0,0.62
2022-06-30,275.195,277.69,241.51,256.83,250.4942,621501474.0,0.0
2022-07-29,256.39,282.0,245.94,280.74,273.8144,534986150.0,0.0
2022-08-31,277.82,294.18,260.66,261.47,255.5625,476959033.0,0.62
2022-09-30,258.87,267.45,232.73,232.9,227.638,575416752.0,0.0
2022-10-31,235.41,251.04,219.13,232.13,226.8854,671366804.0,0.0
2022-11-30,234.6,255.33,213.431,255.14,250.077,615328220.0,0.68
2022-12-30,253.87,263.915,233.87,239.82,235.061,591366468.0,0.0
2023-01-31,243.08,249.83,219.35,247.81,242.8925,666168068.0,0.0
2023-02-28,248.0,276.76,245.47,249.42,245.0878,615540778.0,0.68
2023-03-31,250.76,289.27,245.61,288.3,283.2925,747751976.0,0.0
2023-04-28,286.52,308.93,275.37,307.26,301.9231,551356990.0,0.0
2023-05-31,306.97,335.94,303.4,328.39,323.3849,600453246.0,0.68
2023-06-30,325.93,351.47,322.5,340.54,335.3498,547748450.0,0.0
2023-07-31,339.19,366.78,327.0,335.92,330.8002,666956355.0,0.0
2023-08-31,335.19,338.54,311.5508,327.76,323.4496,479669427.0,0.68
2023-09-29,331.31,340.86,309.45,315.75,311.5975,416768824.0,0.0
2023-10-31,316.28,346.2,311.215,338.11,333.6634,540963749.0,0.0
2023-11-30,339.79,384.3,339.65,378.91,374.6855,564165364.0,0.75
2023-12-29,376.76,378.16,362.9,376.04,371.8475,521914675.0,0.0
2024-01-31,373.86,415.32,366.5,397.58,393.1474,525975837.0,0.0
2024-02-29,401.83,420.82,397.22,413.64,409.7775,444203455.0,0.75
2024-03-28,411.27,430.82,398.39,420.72,416.7913,425101681.0,0.0
2024-04-30,423.95,429.37,388.03,389.33,385.6945,440119511.0,0.0
2024-05-31,392.61,433.6,390.31,415.13,411.9826,413810421.0,0.75
2024-06-28,415.525,456.17,408.9234,446.95,443.5613,342370406.0,0.0
2024-07-31,448.66,468.35,412.21,418.35,415.1782,440446499.0,0.0
2024-08-30,420.785,427.46,385.58,417.14,414.7148,451919023.0,0.75
2024-09-30,417.91,441.85,400.8,430.3,427.7983,376719438.0,0.0
2024-10-31,428.45,438.5,406.3,406.35,403.9875,440766715.0,0.0
2024-11-29,409.01,429.325,405.5713,423.46,421.8444,442321341.0,0.83
2024-12-31,421.57,456.1648,420.66,421.5,419.8918,439908245.0,0.0
2025-01-31,425.53,448.38,410.72,415.06,413.4764,462562599.0,0.0
2025-02-28,411.6,419.31,386.57,396.99,396.2642,432468323.0,0.83
2025-03-31,398.82,402.15,367.24,375.39,374.7037,491540867.0,0.0
2025-04-30,374.65,396.66,344.79,395.26,394.5373,563143922.0,0.0
2025-05-30,431.11,462.52,424.9,460.36,460.36,476961833.0,0.83
2025-06-30,457.14,500.76,456.89,497.41,497.41,401277780.0,0.0
2025-07-03,496.47,500.13,488.7,498.84,498.84,50249845.0,0.0
